,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C24H32O13,47.1705876,43.23714781,50.3550529,50.12753565,58.31059612,55.90892113,56.68023047,41.67184494,45.79733612,47.95059662,49.21052868,49.87180166
C25H36O12,26.25761585,23.20640353,26.85187514,28.10427416,32.11800655,30.4357683,29.27878927,23.34073388,25.60299743,25.11136824,27.43215302,27.60405948
C26H40O11,7.630677953,7.987118831,6.888991346,7.682765692,7.677406015,8.442385646,8.021778772,6.124783824,8.276028623,7.213482371,8.36349743,8.102878494
C23H44O11S1,3.897058426,0,2.072025766,0,1.926379994,35.81453367,13.72853044,0,3.988051079,0,2.460295709,0
C22H27O14N1,7.071019646,5.825583589,6.672250113,6.41555401,6.378622904,7.793738759,6.179407398,5.355101264,5.244819451,6.287247937,5.866858054,6.459505831
C23H31O13N1,7.560216094,6.075892919,7.654753909,7.719701014,9.107302123,8.196122888,7.839762837,7.494337087,5.903818805,6.499897131,7.565469464,7.232735946
C25H22O13,11.21043781,5.464099854,3.494288809,3.971282646,5.559798636,4.838594686,5.854796712,4.785637271,7.54794176,4.734672279,4.941398411,5.008711972
C22H26O15,20.00649628,14.63430087,17.82837833,15.43100949,17.92106859,20.58995133,19.38468667,14.35562043,20.13419895,17.78070383,18.4380284,18.12563482
C26H26O12,12.06652801,7.081827421,6.812291068,7.012612725,7.649101949,7.015764767,6.52120104,5.428312379,9.087273593,6.706372031,6.800983388,7.679728102
C23H30O12S1,8.569273092,6.775897316,8.354653155,7.39048012,8.142478632,8.918861367,8.71947228,5.840743467,7.52782673,7.775909485,7.631003345,6.681590396
C23H30O14,30.82047353,28.54025357,32.25303427,31.48867363,37.27352215,38.67244571,36.22539688,27.02483763,32.17917878,29.97089674,31.93298405,32.7728413
C27H30O11,12.84735783,9.625073849,9.545732607,8.184673624,8.721445162,9.530647154,9.70213331,8.403419905,8.775390901,8.02645461,8.338621231,8.755781489
C24H34O11S1,6.925307749,5.553722,4.549522993,6.027825386,6.299872673,6.085776832,6.57344481,4.687545717,4.990460066,4.231496174,5.239880878,6.095059035
C24H34O13,23.51081433,21.29680119,25.97930077,24.90109305,29.72855412,27.89850331,28.57310302,20.8023523,25.55505267,23.64632136,25.82270063,24.84654015
C28H34O10,12.18883301,8.246842892,9.400281212,9.244712946,8.979884665,10.44832533,9.532714534,6.287217869,9.278444489,7.177989952,9.20218226,8.353002397
C25H38O12,8.552819072,7.894560381,9.897022613,10.00713727,10.6546828,11.52407961,10.82033667,7.600590473,11.12362735,8.618077515,11.02655263,9.661315591
C29H38O9,7.694381583,5.255521194,5.190348942,5.434285331,4.499223791,5.966712032,5.767279108,4.723592097,6.807481103,5.592638933,6.685299193,4.73824548
C24H25O11N3,7.562765503,5.152064772,5.350964311,5.966119838,5.924079708,6.46156317,5.929752317,3.586526405,4.956422798,4.597979433,5.491538809,5.063218711
C25H29O10N3,7.402840654,6.035867297,5.582870188,6.59144458,5.77640643,6.073556794,7.067719005,3.972934261,5.62246482,5.799108693,5.392612869,4.982371617
C24H20O14,9.223289368,6.096191288,4.092717677,4.623674134,4.348403159,4.700211691,5.6785537,4.637748668,9.377369996,3.400156287,4.331319497,4.938371017
C25H24O13,15.26999404,10.65116413,7.668695089,8.163253064,9.943365962,8.607002552,9.671307397,9.224536964,12.99529489,7.005636091,10.20518281,9.349881835
C22H28O13S1,8.447170783,7.330733482,7.68378938,7.084828537,9.322450548,9.752555544,8.620881752,6.325513666,7.876282561,6.744568145,7.272446448,8.314993819
C22H28O15,12.69703116,11.25066652,12.36439377,10.73642741,12.26593076,14.68172015,12.54586325,9.560889689,11.94493524,11.81013155,13.65270332,12.5956721
C26H28O12,19.27761123,14.09366187,14.20864168,13.15410717,15.19598576,15.35919873,15.30182327,12.22166648,15.93310029,13.46075675,14.8365314,12.78971517
C23H32O12S1,9.895936422,7.519238598,8.895451956,8.947415528,10.31927692,10.40129566,9.575305515,6.729940313,8.435677489,8.536258365,9.467393024,9.085283909
C23H32O14,14.51739489,12.38786707,16.50023216,15.18723245,17.83404395,18.22103125,17.14289584,14.10763623,14.60103295,14.349233,16.2886504,15.19171688
C27H32O11,20.69345161,17.34147634,18.3499689,17.4811868,18.57914507,19.95373148,19.48094293,13.6912039,18.75419764,15.99143666,17.73741414,16.94985459
C24H36O13,7.287699264,7.18704472,8.346572671,7.879031837,10.19509941,10.40745956,9.157400167,6.880104727,8.097639265,8.054133043,8.478083677,8.364983572
C28H36O10,16.24368546,12.58255336,14.47211103,12.92004196,13.19563761,15.91350558,14.66366931,10.90029823,16.67359828,12.142796,13.96795632,13.97749237
C29H40O9,8.992822273,5.805724307,7.5342294,5.655311906,6.862296132,7.422456809,6.408508424,6.303510251,7.741490342,5.489779281,6.885123452,6.95671743
C25H27O12N1,6.911488118,4.671679598,5.149395092,4.558637696,5.343670196,4.410844743,5.901754956,2.483643823,4.410463763,4.555120216,3.331252542,4.250521491
C24H27O11N3,9.237505191,7.717083001,7.317484817,7.491285252,8.367700885,9.370802784,8.431815463,5.387674296,6.94280781,6.668930484,6.80308513,6.658403247
C26H31O11N1,5.438034559,5.377795007,4.785762582,4.470028682,5.058388456,6.192819572,6.19542667,0,4.578487587,4.440381783,5.072623374,4.369596803
C25H31O10N3,6.231797461,4.930487762,6.01937848,6.275764407,5.251377573,6.496659002,6.514509167,3.979210337,5.588609318,5.515183732,5.674599082,5.192804468
C24H22O14,14.65398921,8.843529686,8.511372337,7.121927954,9.560973467,8.892549767,9.044673771,8.770325977,13.45441925,7.119622013,9.03504675,9.044334588
C25H26O13,23.15841488,16.12715933,16.64857001,15.82289683,19.01568583,19.89643097,18.32909131,15.45330032,19.91758189,16.10962821,18.17700802,16.59138259
C22H30O13S1,9.832624965,7.896383122,9.093191321,8.431090885,10.56115696,10.69710668,9.393408845,8.135669975,8.184498506,8.214429247,8.334145922,9.197220185
C24H26O12N2,8.66373786,6.862707642,7.506919239,5.77265066,6.08552645,6.843697351,6.397435499,5.589015127,5.8242007,7.258584729,5.770308138,6.486518027
C22H30O15,5.43107077,3.499014045,5.654438755,4.341440828,5.459576581,6.455688469,5.502315513,4.766157972,6.375542936,4.325782133,5.354461393,4.500532702
C26H30O12,30.72678851,24.83846482,27.91714561,25.93166869,29.91696601,32.3497046,30.46547421,22.62077993,27.85769256,25.29754076,26.7287337,26.01710644
C23H34O12S1,8.181603962,6.060800227,6.387199307,6.281772254,8.218460896,7.921505593,7.370212796,6.567038983,6.401704363,7.101737535,7.242548831,6.537971332
C25H30O11N2,7.283183825,5.920196395,6.075708702,6.372895763,6.478218111,6.792376801,7.278443057,6.622097378,5.498231691,5.631125977,5.996682129,5.6412652
C23H34O14,4.698461514,4.443076433,4.962848471,4.404981631,5.770039614,5.930133616,5.783280456,4.435818355,4.022291727,4.279468766,4.073384999,4.987110398
C27H34O11,30.91494404,25.75935063,29.37717788,25.95842684,29.38667327,31.54494536,29.41505063,22.90107615,28.87184457,25.20490991,26.99702789,26.29935169
C28H38O10,20.24208459,15.93866402,16.74737705,15.4717982,17.27042088,19.16148048,18.47029144,13.66745256,17.67602103,15.40644552,16.93618648,16.57963397
C29H42O9,8.708436339,6.05153714,6.760447325,5.757624102,6.023450396,7.122912761,6.328270051,4.606007558,7.08586691,5.909051409,6.28845982,6.983396576
C24H25O13N1,7.426737912,5.507718148,5.57354681,4.507119935,4.820310477,5.714658277,5.493957392,4.802324596,5.859584014,6.107083174,5.316028266,4.378625751
C23H25O12N3,7.259754532,5.450550005,6.037353203,5.841358424,6.444763233,7.315969912,6.830993366,5.590148144,4.944039179,5.957602777,5.886144621,5.291504173
C25H29O12N1,8.289883768,6.978660707,7.559134176,6.876315657,8.456869917,8.728410014,8.76242519,5.402955857,7.727910019,7.49243274,7.01128606,6.207324772
C24H29O11N3,9.200064487,7.352576956,7.646956175,6.720823521,8.30751603,8.767417301,9.403412531,6.191779473,8.50059324,8.088259222,7.780942566,6.883531197
C26H33O11N1,6.603583891,6.104133341,5.517290961,5.981814206,6.973387663,6.669292285,6.278961689,5.443002504,5.985358709,5.37020915,5.378079987,4.841686836
C23H20O15,9.10842359,4.848021536,4.758519424,3.791662786,4.634141311,5.973416238,4.768368552,4.600238847,10.00385498,4.869254598,6.261877337,5.009360844
C24H24O14,22.47655149,15.30220586,14.76054813,14.04422458,16.14962348,17.65066859,15.78796616,15.5576699,20.75902151,15.55830784,16.49711824,14.43655399
C21H28O14S1,4.835049515,3.619278768,4.678934025,4.306637929,5.264291477,6.276231693,5.063452818,5.66435346,4.001496797,4.120795807,4.946426379,5.4180286
C25H28O13,36.14571916,27.60742941,31.84728676,30.30586817,34.79053897,37.40017041,33.09741362,27.90655402,34.11997215,30.53603474,31.41735904,28.40461618
C22H32O13S1,8.091240066,5.962047776,6.433991073,7.145658094,8.349577991,7.575760369,6.672980487,6.714453459,5.573024664,5.679839772,6.567066217,6.829244098
C24H28O12N2,10.22087345,8.815857362,8.777723455,7.563653729,9.238999361,10.76914381,9.654837267,7.413183118,8.019849621,8.185250932,7.589919912,7.517210622
C26H32O12,43.57768565,37.32923228,41.10146196,39.16065965,46.51075896,49.29093236,45.17167452,35.63461923,41.17874522,38.46071426,39.53982351,39.11218941
C25H32O11N2,5.597068263,5.297655493,5.606552841,5.684358408,6.136100444,5.905679005,6.23813209,3.982610367,5.040807084,4.970331662,5.426842513,4.106786147
C27H36O11,34.19836388,27.06355534,30.79343617,29.0953706,33.58227938,36.90746747,33.25555059,25.7523172,31.25462625,28.60751084,28.86191348,29.66883546
C28H40O10,15.60905502,12.9567465,13.0315751,12.04790809,14.3137416,16.11096086,13.16756432,11.35730901,15.23357023,11.93706436,13.37156697,13.56926246
C24H27O13N1,9.882291345,7.37433895,7.242288742,9.005049716,9.81303632,10.18208278,8.457688135,7.847765236,9.271601271,7.703261309,7.870079485,7.724585731
C23H27O12N3,7.1846779,6.034733365,6.457386286,6.361657276,7.309234383,8.042897517,6.812868708,5.550371311,6.246275399,7.981173376,5.03543721,5.585719116
C25H31O12N1,9.955203278,8.577978283,9.175732194,8.483398916,10.65547189,10.53109039,10.23946382,8.196133421,7.402282925,8.229613115,8.254073428,8.309654258
C24H31O11N3,5.254958326,3.825234974,4.40868203,4.965563021,5.859315168,6.271194016,5.883866758,5.264077627,4.735126027,4.127268226,5.086584766,4.28990677
C26H35O11N1,6.16631671,5.175659315,5.035782546,5.572494395,6.329201001,6.238348623,4.884270262,5.042849846,5.068147529,5.446297084,5.359908563,4.874239572
C23H22O15,13.12092313,8.514688565,7.457787751,7.69771061,8.145056496,10.35050789,9.158078523,8.923010598,13.74084007,7.907620542,9.367595929,8.868353719
C24H26O14,31.92190753,22.96606119,26.25978872,25.23674386,29.03134097,31.610989,29.13877214,27.34622748,32.22080598,26.35923544,25.98476805,26.25272474
C23H26O13N2,7.930313828,6.107417444,7.342525607,6.829962408,6.22022109,8.997609715,7.492085282,5.588539044,7.006046407,5.148518513,6.947968545,6.951461848
C25H30O13,47.9053317,39.28237521,44.99866475,45.64823354,53.35783537,55.7948895,49.2606514,40.79225577,47.10297676,43.06758813,44.99977561,45.16884724
C24H30O12N2,8.746421376,6.626575106,8.810790458,7.704411577,9.135175179,9.718202507,9.666358292,7.517555636,8.454829655,6.402281413,7.680738551,6.595723153
C26H34O12,47.37851367,38.31823249,42.12251891,45.30046906,50.76677199,52.88789882,49.52043977,38.29365397,46.07273902,41.74540942,44.55710157,44.20452198
C27H38O11,25.42130424,19.43086618,23.23544706,22.20045339,26.9101667,28.98320722,24.98226021,20.98761191,24.77571978,23.10011128,23.86529749,22.9011065
C28H42O10,8.450092268,6.896974578,7.874951124,6.915253595,8.030961827,9.625828223,7.768824976,6.212207026,8.340151484,7.488675324,8.220683825,8.677270768
C23H25O14N1,6.446358889,4.962556997,5.949797873,5.611242113,5.580951709,6.82565925,5.771132089,4.906956173,4.52719539,4.871801006,5.246138614,4.618653367
C24H29O13N1,11.00667003,8.763518427,11.32199523,9.677493486,12.33719486,11.5125748,11.2929338,8.989218316,8.646155788,9.640506942,9.414688198,10.0503528
C25H33O12N1,8.433709448,6.85531558,8.160430074,8.403452664,9.860246636,9.404185476,9.053722657,7.641818038,6.334155473,7.097206019,7.571881126,7.876208036
C23H24O15,19.3677087,11.98048662,14.81020894,13.0550279,14.93171943,17.08849974,15.13895298,15.05366578,19.06946707,14.82621,15.99125442,15.07789141
C24H28O14,40.05020474,31.74238784,35.87635286,37.66317654,43.1817348,46.03937681,42.35968118,35.13060923,38.66821104,37.35806323,36.40136622,38.19530937
C23H28O13N2,7.321349158,5.594569214,7.647285156,6.668086883,6.591309002,8.379837457,7.417477128,5.69591274,7.420902568,7.029970372,7.241676039,6.637084478
C25H32O13,48.69574017,40.28373023,47.05161695,49.47402162,56.40557241,58.11079944,53.38351299,42.28207117,46.49161268,45.25747811,48.62194615,47.42699015
C24H32O12N2,4.907140354,4.146807762,4.784861401,5.855512257,5.685111029,5.528275759,5.534055552,4.586760924,4.129970461,4.528776154,5.12051884,3.807314186
C26H36O12,33.1356625,27.95379254,32.36350507,34.20553995,37.55657592,39.69983709,36.04583654,27.85903376,31.2875071,31.51352013,33.55750969,32.83271273
C27H40O11,12.89062542,10.29633084,11.97798046,11.9080744,13.11261825,15.16693901,13.23295262,10.81326215,13.30657629,11.85763536,13.20777116,12.60534489
C23H27O14N1,7.876477098,6.390358826,7.158840657,6.23686484,6.470586125,8.657067568,7.290515592,5.696039825,6.199669799,8.230179554,6.688457127,7.136987032
C24H31O13N1,8.993626141,7.651167057,8.928991996,9.353433839,10.8572795,9.882689098,10.57027761,6.258631417,7.710830961,9.59658064,8.514505944,7.963137593
C25H35O12N1,4.771992999,4.506107376,3.921806056,5.877401427,5.926872257,5.975904251,5.870188642,3.972251908,4.780081984,4.587870904,5.214552726,4.260915656
C23H26O15,21.37168382,16.12149194,18.6470292,17.61982366,20.29866088,24.6640932,20.01856781,17.79278208,21.74199832,19.26464985,21.05547492,19.82035097
C24H30O14,36.0803854,32.54596334,37.29259776,37.58322213,45.22257738,46.1380834,40.80119912,34.70642468,36.18148517,36.49092765,38.88330078,38.18375025
C25H34O13,31.54595248,28.30001685,33.01131066,35.59023325,42.44356098,40.94819458,39.12955843,30.71826947,31.64198869,34.6381915,35.82480955,34.24411987
C26H38O12,14.90400464,13.77602805,15.94653004,17.13496694,19.43945853,19.4906361,17.88948891,14.4413006,15.70544468,15.36127736,16.89029696,16.62161546
C23H29O14N1,6.354970636,5.562303069,6.579891384,5.88103275,6.65371446,7.647168474,6.120292514,0,5.564159431,5.658732449,5.493151754,5.192358726
C24H33O13N1,5.691741463,3.404565708,5.295507131,4.779205457,6.631901762,7.092871647,5.281649819,3.637155377,5.23215385,5.078703563,5.610532407,5.296733196
C22H24O16,8.083682563,4.28532857,5.366915562,5.003383315,4.873291898,7.125788212,7.218820095,5.245949347,7.184132167,7.262115981,6.682128159,7.285748268
C26H24O13,8.476448787,4.553405103,3.242737842,3.51699909,4.294331103,4.759750606,3.982831359,4.485157895,7.246513028,4.249309719,4.904713324,4.314854632
C23H28O13S1,4.906284809,3.426250748,4.912715967,4.212541927,3.952827175,5.132363273,5.554235271,5.544263379,5.137738086,4.599856599,4.619656784,4.733808167
C23H28O15,19.17518243,16.25139848,19.03136812,17.01820783,19.84241003,22.67698002,20.37456695,18.19345579,20.59941391,17.86695273,20.10330343,19.89110824
C27H28O12,9.174962001,5.927006024,5.911684923,6.514857793,5.693913133,6.28613062,5.866260519,5.830565861,6.988958505,4.671444886,5.894034953,6.267033977
C24H32O12S1,6.065767813,5.236343932,5.316147207,5.346146561,6.734367362,6.824007257,6.308173748,5.690419707,4.922439569,5.887305685,4.889626965,4.814662438
C24H32O14,23.56850905,20.93307071,26.30407459,24.5220427,32.83130964,31.348697,27.77273368,21.59701111,24.3501434,25.95585446,27.29346102,26.37680584
C28H32O11,8.471750755,6.302468888,5.984414641,6.565021971,6.563199957,7.302349991,6.527016015,6.377140749,7.487987711,5.005153812,6.915215114,6.993223695
C25H36O13,15.19109214,14.28911921,15.8862708,17.68700966,19.11745657,18.96933603,18.01393832,14.83396205,13.97529468,15.85000258,16.91067084,17.23333298
C29H36O10,7.491016882,5.964092325,5.93776157,6.265743164,5.855023098,6.546862352,5.862031822,4.280958614,6.52214302,6.493667324,6.651961172,5.477644493
C26H40O12,5.477803608,3.603172856,4.807063301,5.72068225,6.875341142,6.748054166,6.030046319,4.009678635,5.960744743,4.874627035,5.541916737,5.207164364
C25H27O11N3,5.816545915,3.204587732,5.760800306,5.543585048,4.843191686,5.670317097,5.5176323,4.457261616,4.777729843,3.899958428,5.163072756,4.626596315
C25H22O14,8.662399421,6.117163377,5.052794444,3.586671016,4.910411178,5.222838968,4.893682454,5.099049079,8.069831143,5.392806076,5.882538829,5.449891549
C22H26O16,5.915397503,4.683307119,6.297388678,3.885122,4.401933585,7.008917716,5.826926199,5.632607463,6.435936169,4.853830174,6.378876451,4.720767549
C26H26O13,12.27019703,8.190696269,6.986237896,7.10534943,8.508372303,8.659500448,8.303335898,8.271361287,9.077944613,6.976061988,7.519107524,8.392859974
C23H30O13S1,6.842042577,6.0476359,7.023287519,6.836162108,7.741457667,8.222219969,7.939075842,5.990984132,4.374449674,7.395033934,7.049602105,7.341801104
C23H30O15,12.23256799,10.19160921,11.69565799,10.92916183,13.46563571,14.2025008,12.76482616,10.42561081,12.01574706,12.23321455,13.79204868,13.18216255
C27H30O12,13.40380871,10.61496883,11.52275975,11.32040585,12.28086205,12.44106011,13.28156953,9.776936286,11.46440876,11.0499893,12.70212594,11.25056696
C24H34O12S1,6.557466586,5.322983753,5.928267336,6.739192398,6.346916648,7.101305032,7.202086619,5.260225954,4.044456284,5.965481529,5.520358128,5.448428715
C24H34O14,11.30122316,9.137849622,11.72584792,11.41403977,13.63345419,14.2353502,12.81000992,10.40158967,12.39002044,11.32790342,12.45731443,12.61768065
C28H34O11,14.39160341,11.08159291,13.34505501,12.33362903,12.71718485,14.47760176,13.96773925,9.704865031,12.88502134,12.21637865,12.86981084,12.11787787
C25H38O13,5.574381974,4.456955221,4.932047487,5.093976167,6.164003818,6.590121416,5.368081639,5.308282907,6.52851463,0,5.262136247,4.548786147
C29H38O10,10.68973722,8.566162905,8.114199118,9.113408131,8.283511409,10.04320509,9.384834256,7.628704753,10.77222692,8.546694832,8.979621205,9.245477219
C25H29O11N3,6.776266692,6.151214542,6.906707439,6.914891932,5.907339978,7.277930966,6.562611103,4.479537776,5.196602526,5.767711909,5.46766067,5.655793775
C25H24O14,12.89123981,8.785668961,8.193890381,8.108814243,9.146264256,9.692279848,8.969929118,9.881288275,10.82485632,8.530104632,10.86122739,9.574932265
C22H28O14S1,4.783111061,4.463237492,5.232664951,4.552522084,5.11870032,6.378798614,4.782343103,4.145307382,4.267126611,4.80251857,5.261527094,6.013092923
C26H28O13,17.88194564,14.38513302,14.7887253,14.56097457,16.9093986,17.45042657,16.49516492,13.45702218,15.63802254,14.70520886,15.33160241,15.95772972
C23H32O13S1,7.672406142,0,8.440889879,6.453563707,9.508749181,8.468716292,8.217410087,7.270570525,6.416153229,6.405774627,8.282301606,8.494476735
C25H28O12N2,6.364757723,4.754492115,5.143474094,5.726254959,5.427484382,5.982579888,5.944310779,4.025186995,4.941218378,4.55619347,5.834162755,4.947337518
C23H32O15,4.198670666,4.448562009,5.107796679,5.039074451,6.041688827,6.093440356,5.780535319,4.566753731,5.369816977,5.188864219,5.934772053,5.636774772
C27H32O12,21.68730058,18.29425107,22.03398627,21.3191065,23.75626196,25.21473219,23.05750855,17.78954433,19.20765387,21.29928401,23.06839776,22.049464
C28H36O11,20.22442936,16.79241169,19.88236639,18.74426834,19.41992216,21.47834472,20.3636774,14.99063031,18.44302924,17.56012346,20.29831587,19.42696617
C29H40O10,12.00694075,9.391358558,10.08754515,10.38105005,9.381219464,11.5337971,10.60205763,7.41473454,10.78866047,10.45234219,11.94446254,11.00673799
C25H27O13N1,6.223713999,4.771539576,5.905101941,4.907123051,5.748106462,5.262056263,5.646502058,4.206499127,5.161716365,5.16057103,4.917066683,5.689783505
C24H27O12N3,7.079801898,5.574995113,6.688633529,6.259753277,6.776814446,7.877531299,7.350621814,4.497803896,5.695954979,5.684814365,6.724667337,5.691254236
C26H31O12N1,6.955153627,5.219622391,6.359304886,6.358403127,6.145831759,6.660126129,6.864942888,4.591905938,4.027852762,7.359652541,5.036124144,5.883828014
C25H31O11N3,5.994408493,6.081791932,6.102701941,5.1219785,6.652634477,6.364500553,6.685637621,4.903231586,4.280384669,4.514223492,5.975138258,5.758877677
C24H22O15,10.1843572,5.998402264,6.006694934,5.572700127,5.592128463,6.734092418,6.740785087,5.959444404,9.199333361,6.193389635,7.824763912,6.13234122
C25H26O14,18.74757889,13.7146599,14.97545015,15.67812722,17.332483,17.84062174,17.43847716,16.03595776,17.29639491,16.01502254,17.85040218,17.16919795
C22H30O14S1,4.964347012,4.321965221,5.54426276,5.67971149,6.402679148,6.72177715,5.131264312,4.704140171,6.480870511,4.261176164,5.964350356,5.159931602
C24H26O13N2,5.562902746,4.660343293,5.210816822,5.377084648,5.446133338,5.785626819,5.921908478,3.578967742,4.975752799,4.755416711,4.602783085,4.28894997
C26H30O13,28.11279509,24.70345068,29.11468677,27.72639125,31.6102017,30.97958279,31.19003035,23.77603354,24.11772751,26.37773982,27.20699569,28.04729406
C23H34O13S1,5.311252594,0,5.099669293,5.05230739,7.327344167,6.115129281,5.923323099,4.536970718,4.465667352,5.311241875,5.660013799,4.737306624
C25H30O12N2,6.743552155,6.32442402,8.199487758,7.677728538,8.632947228,7.740049483,7.760158011,5.721206696,4.729265325,6.166029889,6.595673478,6.016218135
C27H34O12,28.98769923,27.27450749,32.11158961,32.56844031,34.4429288,35.48789212,34.01375981,25.04135701,27.82821318,29.39265969,32.63314963,32.03397057
C28H38O11,20.36568496,17.52798595,20.77715204,19.7009162,22.4676379,22.72667815,22.19929003,17.02500287,18.02885003,19.10153378,21.28451805,21.24996244
C29H42O10,8.455732547,7.549697091,8.097949707,7.734589601,8.122798858,9.519974357,8.492924053,6.439967988,8.177170909,7.281898186,7.854967744,8.29621599
C25H29O13N1,7.656150792,7.29170901,8.512401494,8.000553797,8.871337402,8.029579826,9.537784971,6.874530554,6.070552587,6.957784806,7.093800078,8.266893262
C24H29O12N3,6.402595767,4.748466355,6.305891277,6.403818339,6.162801743,6.734161585,6.908896787,4.365916355,5.677171257,5.013462276,6.235276023,5.45770099
C26H33O12N1,6.682472004,6.166873822,6.270215203,6.848567223,7.043833172,6.974359684,7.897203202,5.12070643,5.360255141,6.915682212,7.16926135,6.857154954
C24H24O15,14.95646963,9.793281351,11.76183756,10.97345369,11.54639934,12.79456458,12.48866624,10.76670579,13.0952658,11.61502347,13.06837667,12.13016913
C25H28O14,26.61712607,23.02247413,27.57791268,26.32888709,30.4088317,29.46051495,30.73841332,23.24772673,24.24683391,26.81592136,29.11207882,27.82402444
C24H28O13N2,6.960057793,5.813092227,7.587582706,7.428871073,6.720039156,7.75454452,8.377323604,5.695422971,4.215475796,7.494788964,6.398040205,7.296771925
C26H32O13,35.73304114,31.38458731,39.82898804,39.28336048,44.67312682,42.37775807,44.4278459,32.73762734,32.25535906,37.83130645,39.44792984,39.83108864
C25H32O12N2,5.052679994,5.567421985,5.589649486,6.877123888,6.438112901,5.869927087,6.404953948,5.233946595,5.230631934,4.248286838,5.766726908,4.827153955
C27H36O12,30.15436823,26.53913693,32.95697175,31.71265964,36.83280404,36.02999848,35.83242457,26.81145103,26.82244989,30.25192062,34.65896949,31.68134274
C28H40O11,14.58488072,13.12144507,14.95360202,14.00643858,15.00676265,17.05652244,17.47820374,11.76776734,14.4635791,14.12887468,16.0162215,15.91105252
C24H27O14N1,6.677893979,5.420682243,6.956415147,5.063155641,6.300591296,6.572097349,7.211212717,6.065930455,6.193620454,6.595916332,6.24221005,7.051363834
C25H31O13N1,7.867950934,7.515846609,8.852808306,8.836810396,10.26438955,9.142408718,10.05753268,6.900805025,7.268136219,8.970796603,8.819468029,8.696310587
C26H35O12N1,5.318508072,4.440316669,6.325202697,5.629965305,6.114322981,5.498402551,6.018194388,3.694466121,5.053726174,4.945302439,5.737499031,5.27706532
C23H22O16,7.049551215,4.886120303,3.690604374,5.071639613,4.051953679,5.707855333,5.745781972,4.998932952,7.751210363,4.876989427,5.76275022,5.191878532
C24H26O15,19.67448063,15.38974875,18.54887745,16.1535007,18.80962548,20.45223244,21.12662409,14.71106533,19.29716689,17.33351477,21.00996858,19.58036283
C25H30O14,33.27779547,29.17209,36.5687177,37.04986178,40.33696237,39.27379528,42.56436,29.34232868,29.59958952,36.13883052,38.69694256,37.64387958
C24H30O13N2,6.677958288,4.773332139,6.579106787,6.65835546,7.495528919,6.576263419,6.820217567,6.05204097,5.272205092,5.724418868,6.753752751,5.58290901
C26H34O13,33.11786947,31.26725286,37.78724131,37.79891356,44.7001608,41.6223842,44.66521543,29.74275018,31.49105473,36.64413154,40.38717157,40.17230379
C27H38O12,20.13075353,19.58007899,21.66105115,22.3699222,26.34789401,25.71603392,26.17545847,18.77131232,20.01754887,20.84531412,24.48432784,23.4141638
C28H42O11,7.129526272,6.511579433,7.65903938,8.363784054,8.683668716,8.970023033,8.162907888,5.963960833,8.650689112,7.665597709,8.933613786,8.458261171
C24H29O14N1,7.2965642,5.799326606,8.111908978,7.153387717,7.665109946,8.22484732,9.196468384,5.697790675,6.326752222,6.177202419,7.085870446,6.895711197
C25H33O13N1,6.449886719,6.670767533,6.949650589,6.574888916,7.696998111,7.422141046,9.09481698,5.942050288,5.781454419,7.562550957,7.432973795,7.566040443
C23H24O16,9.693191847,6.888668128,7.840254623,5.168873018,7.035886533,8.908535407,8.157416925,6.508750657,9.524276625,7.328968176,8.678942022,7.970368504
C24H28O15,22.77909277,19.67287132,23.20350034,20.83863709,24.00536265,25.54369134,25.52051657,18.92370171,21.85699974,23.0519999,23.76686526,23.72008429
C25H32O14,30.90721313,28.24511732,34.93313925,33.12432009,39.24969688,37.57405071,39.51490888,27.14828277,29.75284221,31.59987387,36.57768324,35.0685815
C26H36O13,23.68221955,22.4911465,26.50229168,26.4832379,30.5568729,28.09758051,29.78999687,20.51737347,21.84896277,24.32366373,25.93330773,26.58955281
C27H40O12,10.76566136,9.113626625,11.14728324,9.291984639,12.42276668,12.32261982,13.55921852,8.624975177,8.900521067,9.687019745,11.22435293,11.99821398
C24H31O14N1,5.822047814,5.399233344,6.952483449,6.13039393,6.720486554,6.845364381,7.849719645,6.156511247,4.884336654,6.514318207,5.459586938,6.256420172
C23H26O16,10.69285738,6.85012801,9.497970648,8.071675639,9.113612401,10.17942335,10.50127623,8.036585197,9.82441728,8.4092834,9.309639616,9.181820226
C24H30O15,20.01338658,17.39238334,21.57340537,19.4544924,23.48866555,22.45614021,23.19393122,16.82575602,20.99610632,18.96359189,22.17076184,22.15027182
C28H30O12,7.734186805,5.303479816,5.459563741,4.771201525,5.332740903,5.241024926,5.363510318,4.661070841,6.176323277,4.374316024,5.726306665,4.692405928
C25H34O14,19.88168322,19.25887211,21.63927271,21.88220647,26.50934239,24.41877423,25.05194615,19.02805664,20.1268458,20.91318406,23.31770178,22.59127842
C29H34O11,7.665983814,6.026590629,5.93434914,5.48096024,5.070952472,5.931848261,6.541007112,3.911794328,7.001327387,0,5.563660384,5.42006494
C26H38O13,10.46943388,10.35906679,11.21049125,11.56611938,13.28886436,12.96735124,13.60173712,8.781374609,11.76418687,11.22630412,12.89131295,12.24533398
C26H24O14,9.676946833,5.144413181,4.34129441,0,5.477225036,4.57698433,6.198075293,4.461092759,7.685776828,3.413445513,5.184902372,5.617194465
