,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C16H23O7N1,20.02171465,26.90378179,29.26495429,33.20295847,31.80314657,28.25885233,30.30684088,30.23660113,25.92843392,34.26409883,29.96938949,29.59662684
C17H10O8,7.992242059,7.445251591,4.973231156,6.481129269,5.181481068,4.645030308,5.685835688,6.14607947,8.644319467,5.04670847,5.496069793,5.271345335
C14H14O8S1,7.256102677,5.567950851,4.278895785,5.342516054,5.87539937,3.912637494,4.689767472,6.959930162,6.94301512,4.255612515,5.624347242,5.2963377
C14H14O10,18.5169447,15.24186527,14.44559685,15.59424758,15.88810382,16.40953958,15.33875646,22.8855502,25.18454232,20.08707885,20.15054553,19.38935596
C18H14O7,14.53050368,12.42051195,8.818178138,10.59337549,9.907179171,7.81892564,9.831085794,11.34552622,14.67890414,9.555946061,11.50660933,10.25176675
C15H18O7S1,25.3044977,21.47174061,14.99723395,19.70063046,14.11263049,12.03673779,14.31657704,14.41472894,12.8679354,11.71818125,12.52275661,12.46560758
C15H18O9,140.8056639,151.6808679,146.8033318,151.3721,163.2030203,155.5100696,154.5005045,188.7185116,195.4963906,189.086487,184.6722615,177.3275046
C14H18O8N2,10.33710581,14.69801685,14.76671905,15.25653618,14.65636812,14.8185138,15.17500513,14.15247498,13.94447711,17.82171775,14.95917582,13.87389526
C19H18O6,14.42233526,12.90878637,9.387664668,11.35916173,10.35694603,9.686109934,10.23066243,12.58684516,14.25838084,11.61714633,12.29640718,11.0779331
C16H22O6S1,13.42748835,11.67115924,9.061080442,10.2773957,8.951495381,7.505865421,7.891206919,9.065174481,7.871690286,0,8.644321013,6.862674678
C18H18O5N2,5.673321988,6.400810166,5.370531009,6.052317222,3.88851577,3.976313409,5.265851151,3.720105164,3.565606954,4.362518457,4.357566291,3.779327964
C16H22O8,206.7525756,250.3945828,244.6802349,269.5072501,293.481328,255.3661744,263.0897497,312.4635769,305.0883643,309.9188714,300.278138,292.8822628
C15H22O7N2,10.21247304,13.66899781,14.78869314,14.6713658,14.85776931,14.61528657,15.70306271,15.24363733,12.88810152,16.02163785,15.01620858,14.57657985
C20H22O5,9.965527233,11.61710017,7.138634756,9.680519861,7.614866993,7.337536542,7.927932601,9.535687625,9.958353728,9.35388137,9.180919221,9.4550595
C17H26O7,66.45785443,83.07823251,76.28284762,85.91093438,91.01567399,79.97751091,83.02636722,100.1622138,97.78446188,97.93172354,94.91612256,92.26674698
C18H30O6,6.950436073,7.833171112,7.798697752,8.490106413,9.152088623,8.34145919,8.573185175,8.654807069,11.10131738,9.351817104,8.468310211,9.690292349
C14H17O9N1,13.04930083,15.80489019,16.74048117,16.57128407,15.82159557,16.11845297,15.81934151,16.83192456,17.7481789,19.44356659,17.04570464,17.11432945
C18H17O6N1,7.134312729,6.694957334,4.962139586,8.146205929,5.496775343,5.144348744,5.621460786,5.475091632,5.646873441,4.867984992,5.867273162,5.45420038
C15H21O8N1,23.22593057,29.48836281,30.64920422,31.59902731,30.36112565,29.69675999,32.20544688,31.87563856,29.61610363,32.2738176,31.14432754,30.69138413
C16H25O7N1,5.218728591,6.445456016,6.399558562,6.668212608,7.127972665,6.422341865,6.859695279,7.026748868,7.565535657,7.209216085,6.991606491,6.399448503
C17H12O8,15.04180361,12.62716753,8.749251474,10.59285463,9.260593276,7.362969017,9.360576817,11.91142888,15.80906563,9.603666788,10.06068339,9.947061455
C14H16O8S1,10.5943882,9.895422773,7.523871506,7.588316192,7.213249498,6.285165287,7.974128384,9.881313692,10.95365127,7.970942513,7.986473539,7.036438327
C14H16O10,31.02523696,30.3665349,28.19619702,25.79447359,27.17991324,29.92708673,29.51211348,37.39401654,43.93145756,34.40092635,37.00699848,33.43786975
C18H16O7,23.10879329,22.05696586,14.84736442,17.66533439,16.94655066,12.573403,15.86505059,20.97690739,23.31858516,16.04196491,18.51852338,17.36182269
C15H20O7S1,44.14406774,46.49126341,32.25245537,40.10659967,24.44117904,23.22622564,31.00869966,29.19347814,25.21407083,20.83803779,25.40349863,21.55724097
C17H16O6N2,11.65040599,11.6506881,9.593184346,10.30195857,6.627600678,7.225440087,8.448537909,6.56188126,8.086308902,8.95524162,7.271340312,6.949731282
C15H20O9,123.7789598,137.4423599,132.8188679,135.8840768,144.7311294,139.7113214,143.522925,171.5499508,183.2958177,159.8819942,163.1566404,157.5480972
C14H20O8N2,5.288562285,7.332131471,6.641575764,6.571792331,6.437143538,7.085847669,6.878556891,7.641020331,7.513854384,6.376158375,6.173881762,6.901232357
C19H20O6,24.76924136,26.37401285,19.47995828,23.33001034,21.28627298,18.27860041,20.52704268,23.09113569,25.27848255,21.52862723,21.92917212,20.18132658
C16H24O6S1,11.32350752,10.35899663,8.874162627,9.755238738,6.498400183,6.610589892,7.400244536,7.858251758,7.887120684,5.825604902,7.765176641,6.754969711
C18H20O5N2,7.264154559,11.02030625,10.68410935,10.02108701,6.8751494,8.434649948,9.335207397,7.428808788,6.490665203,8.104691107,7.486831426,6.317645327
C16H24O8,89.57313837,108.8393817,103.2230908,111.4866289,121.2370148,105.7142729,110.7902961,136.5694864,135.4217906,122.5577241,124.3620368,120.668449
C20H24O5,17.61011554,18.96988762,15.09165636,16.23416537,15.16103956,13.75799235,15.64766224,16.89269497,18.53364464,15.69041674,16.30853302,14.45123689
C17H28O7,15.36172221,17.25483275,16.97433681,17.72223545,17.58766043,16.3570507,17.02847562,20.98097218,21.93023641,17.72634004,19.59508815,20.05199564
C17H15O7N1,11.34512237,10.92660028,6.950829161,8.493442201,7.119877712,6.041287293,8.004317303,7.726736675,7.783113609,6.463149498,7.21573464,6.854697995
C14H19O7N1S1,5.838180861,5.89882973,5.4942321,4.819277366,4.990305306,4.526202582,5.120588474,5.914849069,3.957940923,6.303143196,5.61354624,4.950299076
C14H19O9N1,8.426440763,9.376871686,9.278105095,7.990189668,7.970713057,9.859805785,10.01905734,9.567670197,9.364709308,11.26976165,10.00763141,9.784444204
C18H19O6N1,9.694113998,11.10121831,9.865418271,10.02332148,8.647017319,7.585130017,9.241128903,10.26240448,9.211792634,8.098007944,8.661163599,7.963106728
C17H19O5N3,4.685777059,6.093537902,5.293912475,5.501468887,4.873699145,4.247017746,5.843485949,4.674583957,4.718075461,5.209424636,5.1893392,4.224870923
C15H23O8N1,6.225091484,7.715904557,7.724784772,8.393156296,6.796027975,7.046235921,7.27300242,8.658745747,8.410954464,7.845375936,8.894252192,7.012019469
C16H10O9,9.285310044,7.507822322,5.690263575,5.746085182,4.186181255,4.210432814,5.52699072,7.281882126,9.335127745,5.202676707,4.800833104,4.658259004
C17H14O8,27.02325602,23.22001977,15.28750692,17.33206254,16.54159652,13.21063429,17.27512429,22.40767879,26.63194415,16.51073316,19.15684521,17.46870006
C14H18O8S1,17.79445384,16.44627942,13.72319084,13.39121754,12.59961916,11.80025116,13.85559263,16.7017302,15.61922506,12.97368562,14.45843085,13.49084936
C16H14O7N2,10.47068332,10.42346328,7.795255841,8.134529038,4.997595598,5.758385974,7.698461375,7.453090947,7.290773365,5.80169211,6.803807271,5.736537508
C14H18O10,25.53216905,24.44066507,24.99177448,20.93351193,22.88502248,25.33338499,24.39092662,30.35598149,37.77547038,29.27781332,29.89848867,28.28800285
C18H18O7,41.746085,41.14635168,32.50599496,37.80710037,34.23605068,29.5542836,35.38652668,42.08822839,45.13204769,33.40859223,35.82098433,34.56202441
C15H22O7S1,31.60945342,27.96351584,27.28611741,25.32413074,21.67005192,18.6982187,21.14082683,27.12061916,26.64001846,20.50257403,21.58823972,21.06437194
C17H18O6N2,22.34772827,25.76019862,20.80655268,21.93336828,15.49781385,16.71506107,19.30540861,17.87898722,15.9150456,17.18027901,16.56117263,15.32838784
C15H22O9,54.46509734,57.09803443,57.68877172,57.51636665,58.99887442,58.923969,60.94690909,72.42388009,80.57881599,66.38738129,67.87485575,65.6910186
C19H22O6,47.61640793,49.75569983,43.2311935,48.19343821,41.43198932,38.13157434,44.5241256,49.3518268,50.54888882,44.47452922,43.74895217,42.34722734
C16H26O6S1,7.332119835,5.369460643,5.276601076,5.410916854,4.753462177,4.05701999,4.766054971,5.026602433,4.817329129,3.955838556,5.027266046,4.143077796
C18H22O5N2,8.114126174,9.111709578,8.392203956,8.248264227,7.508152752,7.236548438,7.363886987,7.093763091,7.214356294,8.594536866,8.155355451,7.876912896
C16H26O8,21.05421127,22.83997667,22.02784215,23.54852324,24.12018495,21.84337907,24.00129094,29.6793227,31.11918852,26.69665861,26.70588719,26.54166544
C20H26O5,24.13989348,26.67184699,21.47896689,22.88977285,20.96191112,19.08420368,23.32925226,24.43786632,26.69640303,21.46688841,22.50381619,22.46679966
C16H13O8N1,9.826719984,8.084729051,5.700401702,6.041764506,5.261632491,5.286604099,5.233855349,6.341556764,6.043845864,5.436026128,5.406742923,5.07480439
C17H17O7N1,21.08756948,19.87081229,15.68872374,18.1351874,14.04174496,14.00554974,16.4511283,16.27393836,16.66421134,15.26504845,15.81387138,14.09114414
C16H17O6N3,7.113839946,7.659078932,6.96217132,6.898678336,6.294562895,4.965334537,6.277952427,6.018750393,5.252833826,5.774499931,5.979399053,5.016212767
C18H21O6N1,14.80569738,16.76517166,14.64860863,15.3262873,13.25303402,12.19485198,15.01386933,15.50916326,14.43673974,14.54082011,13.07398759,12.79755189
C15H25O6N1S1,4.160471456,6.868773387,5.585175739,6.969753645,5.426135633,4.9088896,5.679336843,4.152823033,4.652465073,0,4.088814416,4.755851176
C17H21O5N3,5.68155761,6.898134916,7.267506419,6.893682818,6.760270555,6.757585705,7.388401567,6.271537454,5.680699468,7.648845082,5.753050443,5.841459644
C16H12O9,18.72670819,14.75086278,10.4199291,11.02813987,9.40723,10.55695491,9.437475113,14.49467755,18.58041825,9.528509213,11.86384067,11.12220358
C13H16O9S1,7.062527934,6.140765465,4.966089375,4.366989078,3.739274141,4.326215179,5.160237154,6.520363353,6.492185154,5.16720382,5.704088141,5.013568468
C17H16O8,51.1074989,44.06462113,33.57184433,37.90183152,36.8483925,31.97347319,36.06523587,47.11071227,53.31085252,37.78913703,40.77873899,38.02050996
C14H20O8S1,25.71182885,21.34230484,18.78767519,20.01837611,18.59681319,17.73412632,18.84050572,23.33392013,24.12201717,18.87855812,20.20430491,18.61634621
C16H16O7N2,24.57352029,24.70754883,19.32558485,18.78446271,14.75385007,16.23136189,17.41170415,18.06843478,16.74532974,15.43836145,16.45161354,15.04716039
C14H20O10,11.06428781,9.923986098,9.920474778,8.607149632,8.31814214,11.27140886,11.2545722,12.72486703,13.87997697,12.41713878,10.86449503,12.0924412
C18H20O7,86.75271177,88.44624839,78.21803112,87.13150952,77.8893003,70.5691774,78.31950159,91.29281571,92.91079435,85.18563042,79.65387515,78.74575088
C15H24O7S1,25.30261894,19.63961836,14.27312877,17.1191893,16.27762846,13.61384592,14.373388,19.69815194,22.0615574,15.57102034,16.31413166,15.69398021
C17H20O6N2,27.25939096,32.48253857,31.10189358,34.32382899,26.1552343,26.27446775,31.24233547,28.09891673,26.31130823,27.94859471,24.28903375,24.63753999
C15H24O9,14.01827355,14.19776787,13.79835409,12.65502396,13.23011347,14.3467605,14.59364833,17.03538479,18.50401395,14.71203492,14.91903723,14.90312358
C19H24O6,79.82877577,86.20895395,77.30690628,85.98120962,72.53265884,70.07648248,76.15089603,88.31373235,90.41570138,81.44648838,76.17954864,75.95862458
C18H24O5N2,5.351583775,6.523243922,6.558596695,5.784053243,6.546888778,5.383537904,6.056123738,6.392303045,5.600858332,7.275826695,4.745857873,5.775829476
C20H28O5,26.10229027,25.45543263,22.81927667,24.68324796,18.80160837,20.61652757,22.50858049,24.86758595,29.69182803,22.73569845,20.37875189,22.75595569
C16H15O8N1,17.52771338,15.98442721,12.75046135,13.14040725,10.23178686,11.15477795,12.03300251,12.6714148,14.65326836,11.31246152,11.53743214,11.36086742
C17H19O7N1,30.17147224,31.02450232,30.33395545,32.37818446,25.86043675,26.84969015,27.95036925,29.26474191,29.07667537,29.39775662,25.65449911,26.30797079
C16H19O6N3,9.346697387,10.78208389,11.41807125,11.17586157,9.042003328,10.18785173,10.99530638,10.026686,9.359224909,12.285181,9.57559299,8.830999756
C18H23O6N1,15.74501658,16.80337379,17.30897472,17.82866718,15.09678961,15.83761414,16.92373301,17.68869306,16.04172617,17.51918973,15.76470521,14.4479308
C16H14O9,37.60856281,28.30563596,22.45246825,25.05878129,22.99804045,22.37871306,23.15050815,31.31145644,38.5265088,25.01917739,27.68059898,24.81491479
C13H18O9S1,9.599946661,7.253577801,7.278590619,6.208926186,6.176246625,7.17755484,6.147439172,10.10734531,10.7019378,7.789748701,7.860730953,7.511399479
C15H14O8N2,11.16395475,9.271489918,8.429877371,8.252084953,6.421260911,6.683820402,6.72913101,6.724822671,6.964298361,7.268670642,6.932622641,5.706963558
C17H18O8,108.3721453,102.0937053,91.61178612,102.6752696,96.12185782,90.32767296,93.12811715,116.9848278,115.5612398,101.5921192,99.29373767,96.56330038
C14H22O8S1,25.34584405,22.06652318,17.85833508,20.64813143,17.18158698,18.19479183,17.90121951,22.59438913,24.10315091,19.60836039,19.7291984,17.888235
C16H18O7N2,39.80994941,40.80865563,41.13099124,42.33700914,36.34608753,37.45979453,38.62455531,40.00054731,37.07776288,39.85376473,35.49455042,34.86982261
C18H22O7,164.0460251,172.0808214,168.2359062,179.1982873,161.4086956,161.0974152,161.6204542,191.830898,186.4869636,179.1882748,165.9770576,166.0419782
C15H26O7S1,9.081388377,6.70587794,6.66250529,7.676124322,6.528699512,6.284544787,6.339489125,9.10534528,10.27741074,5.745466566,7.20597755,7.116737755
C17H22O6N2,21.70984791,26.77911714,28.8085798,30.13160385,26.49871137,26.49288169,28.27843721,28.5085842,25.15756639,28.10994053,25.01452012,25.08543727
C19H26O6,90.14035648,93.47824007,87.74767981,94.3823078,84.25400634,87.20720227,85.9107103,101.5127315,104.6954568,94.58543348,89.60853401,88.93103043
C20H30O5,16.08416139,15.92942206,15.20179215,14.68257653,12.60197004,13.2944118,13.34095465,16.44403958,19.36651869,14.25653739,14.91681677,13.7869535
C15H13O9N1,7.805898678,5.675790604,4.831064216,5.535648061,4.41222046,4.440318486,4.035785197,4.47206905,4.652894432,6.47558341,4.815345517,4.63066756
C16H17O8N1,33.58729595,32.43471575,32.39874563,33.16841519,28.07670193,30.35282381,30.45317831,33.51437684,30.28118377,32.37607278,29.61954577,29.72526728
C15H17O7N3,7.373172775,6.864774824,7.98716667,7.065530603,5.962020036,6.678065993,6.491744938,6.853580972,6.786851235,8.204136703,6.150110061,6.709288071
C17H21O7N1,38.17349105,43.69546468,43.80455947,47.39360668,42.63636818,40.73671941,43.56093422,44.70206756,39.12277358,47.32434278,39.66699891,40.25645338
C16H21O6N3,8.293952486,10.13578247,10.61908021,11.62168483,8.710852647,10.14348047,10.27767444,9.693564183,9.988269345,11.64436216,8.802000733,9.074555976
C18H25O6N1,12.37331141,14.19942313,12.98752373,15.08101626,12.67130525,13.15929219,13.29342697,13.00503323,12.87376564,13.85082383,12.74922067,11.78821108
C15H12O10,13.57786325,10.57353013,8.242859053,7.701373773,7.18590742,7.623819536,7.877950018,10.13456119,12.84612455,9.697461352,9.949418009,8.388502335
C19H12O7,7.448852882,5.415204211,3.133448958,4.771243977,4.521010268,2.973352586,4.884101362,4.818026517,5.994624808,4.462426662,4.341341864,4.316575149
C16H16O9,75.91698647,71.51404843,63.24647247,70.06610103,64.96302001,63.09795422,63.85270036,80.94843413,82.28886373,72.52222308,72.84147588,68.99860393
C13H20O9S1,9.653757552,6.944098782,7.695367387,7.768274039,5.253536718,8.071380866,7.31745957,8.967367403,11.30481,8.63847756,10.04501735,7.381563217
C15H16O8N2,21.65896769,20.61828568,22.99686507,21.43501004,18.61247048,20.21568266,20.64686493,20.86177756,18.8887629,20.96973137,19.99184646,19.38568811
C17H20O8,216.2776064,236.4571531,230.9413213,255.1739222,238.8732924,229.420772,231.9209249,264.1635189,248.6890151,261.2154222,247.1624414,248.2930885
C14H24O8S1,16.3766417,30.94578343,18.33411614,13.93955627,10.3660464,11.03279309,13.7428683,11.49802803,12.01916032,9.077473297,11.01255521,10.49359742
C16H20O7N2,43.2634148,51.41534215,57.65886187,59.83362743,52.49102071,53.70361855,54.56831452,54.40077578,44.00897407,59.75518713,51.87469166,53.09897272
C18H24O7,201.7523726,226.8651632,226.9015616,250.251651,227.0054278,222.5228346,224.647027,249.6203835,243.9885532,249.89688,242.6015499,235.8744467
C17H24O6N2,9.911324743,12.42772068,13.53140866,15.42262185,12.99741328,13.12477877,13.59887892,12.61922366,11.34309075,13.89567946,13.6904405,14.15247984
C19H28O6,54.95702292,60.51295868,55.67193646,63.4852557,56.59916953,57.52215258,56.53365589,67.22218197,66.36847326,62.84593588,62.65995669,60.06098019
C20H32O5,7.288998084,7.322725038,5.889610996,6.168267289,5.25193641,6.626150504,6.131563982,6.5909741,8.252402084,6.660558282,6.188434293,5.369185858
C15H15O9N1,14.8436296,14.70723467,15.0742143,15.22245824,12.76968036,13.52545828,14.40126265,14.08929386,12.64552249,16.01217595,14.22414606,13.36205531
C16H19O8N1,49.52926811,58.16488743,60.71113546,65.61249249,57.88849501,57.65389903,59.03028253,60.94417781,52.56539872,65.78564369,59.21292416,58.99125905
C15H19O7N3,6.811957261,9.516478895,9.743208653,9.526060464,8.471958536,9.26352648,8.804659069,8.685686929,7.40681232,10.15502006,7.949555926,7.768681797
C17H23O7N1,28.95498182,37.80659741,39.4474123,44.02395456,37.95206914,37.16534681,37.72810481,37.50375599,31.60643933,43.09802166,37.81016659,38.13474026
C18H27O6N1,4.890492258,5.422754706,6.333301272,7.8524435,5.437054273,5.960333615,6.074145678,6.61356211,6.309199591,6.625378382,5.912266964,7.16012609
C15H14O10,26.00611097,23.24291419,20.68976623,20.6368211,19.76810428,20.67630205,20.05483919,25.55582517,29.39356791,24.79436568,25.66384436,24.40526368
C19H14O7,10.50953539,9.157742099,6.086733939,6.159188982,5.999714542,5.554187392,5.703255793,8.007533415,9.362218632,7.740743976,7.358139688,6.759241217
C16H18O7S1,9.126627744,7.912388694,5.959806015,7.653936352,6.180117519,5.420745842,6.337183817,7.092581194,5.92640486,5.84168726,6.124849865,5.79197449
C16H18O9,159.4192576,171.6626652,171.4433251,183.2130936,174.4601687,169.0480091,170.7938598,192.9864468,186.0386223,199.6383231,193.720265,190.6225265
C13H22O9S1,5.884561145,6.390470484,5.190693334,6.511988166,4.489390869,6.259388981,5.275472917,7.166670178,5.986783356,5.492206438,6.400695424,6.449080084
C15H18O8N2,27.41726365,33.50552808,36.59368277,36.97539354,32.79730084,34.3572632,35.06861752,33.72436927,30.13408358,40.70690688,35.49667263,35.13637721
C20H18O6,8.08122847,7.802703566,5.010940082,6.579708909,5.524817197,4.478449154,5.691272189,6.536019329,7.549256365,5.466948994,6.063663567,6.135973184
C17H22O8,280.0616367,347.211367,338.7429672,388.9330481,367.7564396,339.1318339,345.3679617,383.0086461,349.4607235,401.418614,383.0252064,391.5791024
C16H22O7N2,21.99382675,30.16194122,33.05889305,37.70439467,32.59594227,31.26961986,33.35180823,30.87341955,25.2364309,38.07098745,30.88211341,32.88433543
C18H26O7,132.2126601,166.0508788,163.1003418,189.5265142,169.8956346,162.7741882,166.2533404,181.2943003,174.1908745,193.5411727,185.8325995,190.2932782
